                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     32,                 1.5149,                 1.3923,                 1.1096,                0.86631,                0.36534,                0.46448,                0.28557,                 1.2993,                 1.5395,                 1.1268,             0.00056555,             0.00056555,             0.00056555
                     33,                 1.7168,                 1.4714,                 1.1086,                0.91587,                0.35945,                0.45968,                  0.276,                 1.3445,                 1.4841,                 1.1416,             0.00058136,             0.00058136,             0.00058136
                     34,                  1.747,                 1.5077,                 1.1535,                0.91587,                0.35945,                0.45968,                  0.276,                 1.3445,                 1.4841,                 1.1416,             0.00059704,             0.00059704,             0.00059704
                     35,                  1.856,                 1.3321,                 1.0671,                0.92511,                0.36369,                0.50528,                0.28708,                 1.4037,                 1.4376,                 1.1506,             0.00061258,             0.00061258,             0.00061258
                     36,                 1.6995,                 1.3996,                 1.0562,                0.88214,                 0.3983,                0.57683,                0.32269,                 1.3823,                 1.3759,                 1.1161,             0.00062799,             0.00062799,             0.00062799
                     37,                  1.744,                 1.5105,                 1.0543,                0.88214,                 0.3983,                0.57683,                0.32269,                 1.3823,                 1.3759,                 1.1161,             0.00064328,             0.00064328,             0.00064328
                     38,                 1.5465,                 1.3915,                 1.0733,                 0.8893,                0.42938,                0.54754,                0.31843,                 1.3628,                 1.3679,                 1.0937,             0.00065843,             0.00065843,             0.00065843
                     39,                 1.7772,                 1.3343,                 1.0557,                0.89543,                0.45742,                0.55618,                0.32803,                 1.2539,                 1.3632,                 1.0747,             0.00067344,             0.00067344,             0.00067344
                     40,                 1.8201,                 1.4942,                 1.0606,                0.89543,                0.45742,                0.55618,                0.32803,                 1.2539,                 1.3632,                 1.0747,             0.00068833,             0.00068833,             0.00068833
                     41,                 1.6357,                 1.3955,                 1.0931,                0.89052,                0.47619,                0.55782,                 0.3314,                 1.2193,                 1.3899,                 1.0808,             0.00070308,             0.00070308,             0.00070308
                     42,                 1.4568,                 1.2954,                 1.0777,                0.92683,                0.45079,                0.57179,                0.32751,                 1.2557,                 1.4331,                 1.0758,              0.0007177,              0.0007177,              0.0007177
                     43,                 1.7148,                 1.4082,                 1.0797,                0.92683,                0.45079,                0.57179,                0.32751,                 1.2557,                 1.4331,                 1.0758,             0.00073219,             0.00073219,             0.00073219
                     44,                 1.4363,                 1.2835,                 1.0691,                0.93133,                0.46599,                0.57918,                0.31815,                 1.3286,                 1.4158,                 1.0813,             0.00074655,             0.00074655,             0.00074655
                     45,                 1.4324,                 1.1809,                 1.0746,                0.93133,                0.46599,                0.57918,                0.31815,                 1.3286,                 1.4158,                 1.0813,             0.00076077,             0.00076077,             0.00076077
                     46,                 1.5767,                 1.2408,                 1.0628,                0.94375,                0.45098,                0.64434,                0.35272,                  1.313,                 1.3656,                 1.0712,             0.00077487,             0.00077487,             0.00077487
                     47,                 1.5258,                 1.2621,                 1.0646,                0.94375,                0.45098,                0.64434,                0.35272,                  1.313,                 1.3656,                 1.0712,             0.00078883,             0.00078883,             0.00078883
                     48,                 1.4508,                 1.1981,                 1.0525,                 0.9332,                 0.4422,                0.64128,                0.37939,                 1.2894,                 1.3301,                  1.084,             0.00080265,             0.00080265,             0.00080265
                     49,                 1.4698,                 1.2276,                 1.0983,                 0.9332,                 0.4422,                0.64128,                0.37939,                 1.2894,                 1.3301,                  1.084,             0.00081635,             0.00081635,             0.00081635
                     50,                 1.8655,                 1.2778,                   1.06,                0.59715,                0.53186,                0.69928,                0.42329,                 1.2472,                 1.3118,                 1.0771,             0.00082992,             0.00082992,             0.00082992
                     51,                 1.6053,                 1.3111,                 1.0537,                0.59715,                0.53186,                0.69928,                0.42329,                 1.2472,                 1.3118,                 1.0771,               0.000835,               0.000835,               0.000835
                     52,                 1.4399,                 1.2673,                 1.0411,                0.62484,                0.54258,                0.66662,                0.43348,                 1.2079,                 1.3655,                 1.0544,              0.0008317,              0.0008317,              0.0008317
                     53,                 1.3865,                 1.1548,                 1.0323,                0.62484,                0.54258,                0.66662,                0.43348,                 1.2079,                 1.3655,                 1.0544,              0.0008284,              0.0008284,              0.0008284
                     54,                 1.3713,                 1.2975,                 1.0183,                0.55842,                0.58345,                0.68025,                0.42901,                  1.184,                 1.3962,                 1.0239,              0.0008251,              0.0008251,              0.0008251
                     55,                 1.5478,                 1.1887,                 1.0346,                0.55842,                0.58345,                0.68025,                0.42901,                  1.184,                 1.3962,                 1.0239,              0.0008218,              0.0008218,              0.0008218
                     56,                 1.6428,                 1.2131,                 1.0478,                0.55072,                0.63995,                0.67722,                0.42413,                 1.1774,                 1.3693,                 1.0155,              0.0008185,              0.0008185,              0.0008185
                     57,                  1.383,                 1.1122,                 1.0736,                0.55072,                0.63995,                0.67722,                0.42413,                 1.1774,                 1.3693,                 1.0155,              0.0008152,              0.0008152,              0.0008152
                     58,                 1.7582,                 1.1912,                   1.06,                0.56927,                0.63383,                0.65866,                0.45166,                 1.1429,                 1.3283,                 1.0031,              0.0008119,              0.0008119,              0.0008119
                     59,                 1.4361,                 1.1561,                 1.0311,                0.56927,                0.63383,                0.65866,                0.45166,                 1.1429,                 1.3283,                 1.0031,              0.0008086,              0.0008086,              0.0008086
                     60,                 1.5638,                 1.1554,                 1.0263,                0.68349,                0.73099,                0.77442,                0.49885,                 1.2182,                  1.287,                 1.0309,              0.0008053,              0.0008053,              0.0008053
                     61,                 1.5312,                 1.1423,                  1.066,                0.68349,                0.73099,                0.77442,                0.49885,                 1.2182,                  1.287,                 1.0309,               0.000802,               0.000802,               0.000802
                     62,                 1.5951,                 1.2026,                0.99609,                  0.622,                0.75872,                0.81138,                0.52394,                 1.2584,                 1.2266,                 1.0734,              0.0007987,              0.0007987,              0.0007987
                     63,                 1.5242,                  1.129,                 1.0344,                  0.622,                0.75872,                0.81138,                0.52394,                 1.2584,                 1.2266,                 1.0734,              0.0007954,              0.0007954,              0.0007954
                     64,                 1.7764,                 1.9078,                 1.4186,                0.63004,                0.74377,                0.82962,                0.56195,                 1.2067,                 1.2073,                 1.0162,              0.0007921,              0.0007921,              0.0007921
                     65,                 1.4582,                 1.0998,                 1.0292,                0.63004,                0.74377,                0.82962,                0.56195,                 1.2067,                 1.2073,                 1.0162,              0.0007888,              0.0007888,              0.0007888
                     66,                 1.4426,                 1.1104,                 1.0449,                0.65797,                0.78189,                 0.8267,                0.54684,                 1.2281,                 1.1959,                 1.0418,              0.0007855,              0.0007855,              0.0007855
                     67,                 1.3646,                 1.0741,                 1.0154,                0.65797,                0.78189,                 0.8267,                0.54684,                 1.2281,                 1.1959,                 1.0418,              0.0007822,              0.0007822,              0.0007822
                     68,                 1.6014,                 1.2144,                 1.0183,                0.74712,                0.86876,                  0.884,                0.58508,                 1.2309,                 1.1211,                 1.0967,              0.0007789,              0.0007789,              0.0007789
                     69,                 1.4048,                  1.099,                 1.0031,                0.74712,                0.86876,                  0.884,                0.58508,                 1.2309,                 1.1211,                 1.0967,              0.0007756,              0.0007756,              0.0007756
                     70,                 1.3958,                 1.0407,                 1.0142,                0.79173,                0.84703,                 0.8925,                0.61982,                 1.1874,                  1.001,                 1.0462,              0.0007723,              0.0007723,              0.0007723
                     71,                 1.4495,                 1.1373,                 1.1601,                0.79173,                0.84703,                 0.8925,                0.61982,                 1.1874,                  1.001,                 1.0462,               0.000769,               0.000769,               0.000769
                     72,                 1.3395,                0.96392,                0.98338,                0.80895,                0.86097,                0.89132,                0.62977,                 1.1815,                0.94654,                 1.0323,              0.0007657,              0.0007657,              0.0007657
                     73,                 1.4345,                 1.0823,                 1.0312,                0.80895,                0.86097,                0.89132,                0.62977,                 1.1815,                0.94654,                 1.0323,              0.0007624,              0.0007624,              0.0007624
                     74,                 1.3881,                 1.1524,                 1.0736,                0.77857,                 0.8615,                0.89489,                0.63988,                 1.1128,                0.91071,                 1.0212,              0.0007591,              0.0007591,              0.0007591
                     75,                 1.5234,                 1.0209,                 1.0018,                0.77857,                 0.8615,                0.89489,                0.63988,                 1.1128,                0.91071,                 1.0212,              0.0007558,              0.0007558,              0.0007558
                     76,                 1.3306,                0.99203,                 1.0256,                0.79505,                0.92228,                0.90747,                0.64143,                  1.079,                0.88686,                0.99714,              0.0007525,              0.0007525,              0.0007525
                     77,                 1.4642,                 1.0183,                 1.0078,                0.79505,                0.92228,                0.90747,                0.64143,                  1.079,                0.88686,                0.99714,              0.0007492,              0.0007492,              0.0007492
                     78,                 1.2442,                0.98311,                 1.0127,                0.83028,                0.92993,                0.93343,                0.65268,                  1.087,                0.88599,                0.98861,              0.0007459,              0.0007459,              0.0007459
                     79,                 1.6068,                  1.037,                 1.0267,                0.83028,                0.92993,                0.93343,                0.65268,                  1.087,                0.88599,                0.98861,              0.0007426,              0.0007426,              0.0007426
                     80,                 1.3202,                 1.0139,                 1.0237,                0.84239,                0.92015,                0.94908,                0.63814,                 1.0888,                0.88978,                 0.9939,              0.0007393,              0.0007393,              0.0007393
                     81,                  1.348,                0.98498,                 1.0199,                0.84239,                0.92015,                0.94908,                0.63814,                 1.0888,                0.88978,                 0.9939,               0.000736,               0.000736,               0.000736
                     82,                 1.3543,                0.97001,                0.99176,                0.86456,                0.93413,                0.95398,                0.66323,                 1.0827,                0.88215,                0.98823,              0.0007327,              0.0007327,              0.0007327
                     83,                  1.297,                 1.0416,                0.99651,                0.86456,                0.93413,                0.95398,                0.66323,                 1.0827,                0.88215,                0.98823,              0.0007294,              0.0007294,              0.0007294
                     84,                 1.3235,                0.96373,                 1.0035,                0.87715,                0.92853,                0.95544,                0.69595,                 1.0924,                0.85071,                0.98099,              0.0007261,              0.0007261,              0.0007261
                     85,                  1.402,                0.96304,                0.99591,                0.87715,                0.92853,                0.95544,                0.69595,                 1.0924,                0.85071,                0.98099,              0.0007228,              0.0007228,              0.0007228
                     86,                 1.2993,                0.96544,                  0.989,                0.87208,                0.88976,                0.94679,                0.68938,                  1.089,                0.82773,                0.97771,              0.0007195,              0.0007195,              0.0007195
                     87,                 1.2778,                0.93622,                0.98133,                0.87208,                0.88976,                0.94679,                0.68938,                  1.089,                0.82773,                0.97771,              0.0007162,              0.0007162,              0.0007162
                     88,                 1.3945,                0.93613,                0.98686,                0.91993,                0.88782,                0.95239,                0.69226,                 1.0983,                0.82473,                0.98874,              0.0007129,              0.0007129,              0.0007129
                     89,                 1.3579,                 1.0962,                0.98012,                0.91993,                0.88782,                0.95239,                0.69226,                 1.0983,                0.82473,                0.98874,              0.0007096,              0.0007096,              0.0007096
                     90,                 1.2518,                0.92392,                 1.0042,                0.92835,                0.88021,                0.94835,                0.71168,                 1.0702,                0.82704,                0.99549,              0.0007063,              0.0007063,              0.0007063
                     91,                 1.2385,                0.88885,                0.96501,                0.92835,                0.88021,                0.94835,                0.71168,                 1.0702,                0.82704,                0.99549,               0.000703,               0.000703,               0.000703
                     92,                 1.3108,                0.96976,                0.98148,                0.86903,                0.91709,                0.93625,                0.69476,                 1.0179,                0.85858,                0.98168,              0.0006997,              0.0006997,              0.0006997
                     93,                  1.257,                0.96035,                0.95164,                0.86903,                0.91709,                0.93625,                0.69476,                 1.0179,                0.85858,                0.98168,              0.0006964,              0.0006964,              0.0006964
                     94,                 1.1746,                0.91256,                 1.0014,                0.90207,                0.90957,                0.94255,                0.70715,                 0.9866,                0.88715,                0.95831,              0.0006931,              0.0006931,              0.0006931
                     95,                 1.3815,                 0.9019,                0.94677,                0.90207,                0.90957,                0.94255,                0.70715,                 0.9866,                0.88715,                0.95831,              0.0006898,              0.0006898,              0.0006898
                     96,                 1.2694,                0.89073,                0.95382,                0.90007,                0.91278,                0.94343,                0.70683,                0.96179,                0.88357,                0.95416,              0.0006865,              0.0006865,              0.0006865
                     97,                 1.7172,                 1.0211,                0.97162,                0.90007,                0.91278,                0.94343,                0.70683,                0.96179,                0.88357,                0.95416,              0.0006832,              0.0006832,              0.0006832
                     98,                 1.3154,                0.90382,                0.98521,                0.88613,                0.93436,                0.94302,                0.68966,                0.99846,                0.85964,                0.95272,              0.0006799,              0.0006799,              0.0006799
                     99,                 1.2976,                0.94131,                0.95637,                0.88613,                0.93436,                0.94302,                0.68966,                0.99846,                0.85964,                0.95272,              0.0006766,              0.0006766,              0.0006766
                    100,                 1.3328,                0.93034,                0.97836,                0.89673,                0.94319,                0.95072,                0.69306,                 1.0187,                0.80857,                0.96805,              0.0006733,              0.0006733,              0.0006733
                    101,                 1.2621,                0.87725,                0.95367,                0.89673,                0.94319,                0.95072,                0.69306,                 1.0187,                0.80857,                0.96805,                0.00067,                0.00067,                0.00067
                    102,                 1.3355,                0.99667,                 1.0117,                0.86505,                0.93865,                 0.9562,                0.70128,                 1.0107,                0.77569,                0.98463,              0.0006667,              0.0006667,              0.0006667
                    103,                 1.2263,                0.90426,                 1.0095,                0.86505,                0.93865,                 0.9562,                0.70128,                 1.0107,                0.77569,                0.98463,              0.0006634,              0.0006634,              0.0006634
                    104,                 1.1684,                0.86535,                0.99116,                0.84983,                0.96307,                0.96339,                0.70871,                 1.0065,                0.76862,                 0.9828,              0.0006601,              0.0006601,              0.0006601
                    105,                 1.2188,                0.91595,                0.95783,                0.84983,                0.96307,                0.96339,                0.70871,                 1.0065,                0.76862,                 0.9828,              0.0006568,              0.0006568,              0.0006568
                    106,                 1.2287,                0.93726,                 1.0057,                0.87296,                0.96081,                0.96611,                0.72551,                0.96152,                0.75154,                0.95918,              0.0006535,              0.0006535,              0.0006535
                    107,                 1.2345,                0.87426,                 0.9958,                0.87296,                0.96081,                0.96611,                0.72551,                0.96152,                0.75154,                0.95918,              0.0006502,              0.0006502,              0.0006502
                    108,                 1.2619,                0.84032,                0.95868,                 0.9035,                0.92932,                0.96462,                0.70181,                0.98119,                0.79175,                0.96335,              0.0006469,              0.0006469,              0.0006469
                    109,                 1.3682,                0.86924,                 1.0049,                 0.9035,                0.92932,                0.96462,                0.70181,                0.98119,                0.79175,                0.96335,              0.0006436,              0.0006436,              0.0006436
                    110,                 1.2829,                0.90454,                0.98747,                0.91332,                0.91466,                 0.9599,                0.65929,                 1.0324,                0.83626,                0.97485,              0.0006403,              0.0006403,              0.0006403
                    111,                 1.2295,                0.87475,                0.97572,                0.91332,                0.91466,                 0.9599,                0.65929,                 1.0324,                0.83626,                0.97485,               0.000637,               0.000637,               0.000637
                    112,                 1.1994,                0.89399,                0.97004,                0.91291,                 0.9277,                0.96327,                0.67936,                 1.0029,                0.81322,                0.98411,              0.0006337,              0.0006337,              0.0006337
                    113,                 1.1526,                0.82599,                0.95956,                0.91291,                 0.9277,                0.96327,                0.67936,                 1.0029,                0.81322,                0.98411,              0.0006304,              0.0006304,              0.0006304
                    114,                 1.1869,                0.83939,                 0.9898,                0.89932,                0.90965,                0.95877,                0.69733,                  1.052,                0.82115,                 1.0138,              0.0006271,              0.0006271,              0.0006271
                    115,                 1.3341,                 0.9091,                0.95904,                0.89932,                0.90965,                0.95877,                0.69733,                  1.052,                0.82115,                 1.0138,              0.0006238,              0.0006238,              0.0006238
                    116,                 1.2056,                0.84716,                0.97845,                0.84788,                0.96667,                0.95449,                0.69848,                 1.0467,                0.82638,                 1.0063,              0.0006205,              0.0006205,              0.0006205
                    117,                 1.2743,                0.86185,                0.96138,                0.84788,                0.96667,                0.95449,                0.69848,                 1.0467,                0.82638,                 1.0063,              0.0006172,              0.0006172,              0.0006172
                    118,                 1.4873,                0.97064,                 1.0019,                0.83715,                 0.9602,                0.95413,                 0.7063,                 1.0087,                0.82602,                0.97704,              0.0006139,              0.0006139,              0.0006139
                    119,                  1.247,                0.83321,                0.97318,                0.83715,                 0.9602,                0.95413,                 0.7063,                 1.0087,                0.82602,                0.97704,              0.0006106,              0.0006106,              0.0006106
                    120,                 1.0666,                0.80132,                0.95063,                0.91242,                 0.8936,                0.96226,                0.70874,                0.96648,                0.81691,                0.95802,              0.0006073,              0.0006073,              0.0006073
                    121,                 1.1563,                0.79522,                0.96678,                0.91242,                 0.8936,                0.96226,                0.70874,                0.96648,                0.81691,                0.95802,               0.000604,               0.000604,               0.000604
                    122,                 1.1747,                0.82364,                0.97569,                 0.8874,                0.94679,                0.96889,                0.70252,                 0.9757,                0.80811,                0.95779,              0.0006007,              0.0006007,              0.0006007
                    123,                 1.2527,                0.84787,                0.97137,                 0.8874,                0.94679,                0.96889,                0.70252,                 0.9757,                0.80811,                0.95779,              0.0005974,              0.0005974,              0.0005974
                    124,                 1.2814,                0.80748,                0.97261,                0.89346,                 0.9523,                0.96021,                0.72315,                0.96423,                0.76463,                0.96379,              0.0005941,              0.0005941,              0.0005941
                    125,                 1.1451,                0.79453,                0.97204,                0.89346,                 0.9523,                0.96021,                0.72315,                0.96423,                0.76463,                0.96379,              0.0005908,              0.0005908,              0.0005908
                    126,                 1.0834,                 0.7846,                0.96296,                0.90288,                0.96083,                0.96444,                0.73751,                 0.9765,                0.75176,                0.97142,              0.0005875,              0.0005875,              0.0005875
                    127,                 1.2314,                0.86949,                0.94951,                0.90288,                0.96083,                0.96444,                0.73751,                 0.9765,                0.75176,                0.97142,              0.0005842,              0.0005842,              0.0005842
                    128,                 1.1322,                0.79523,                0.95147,                0.89998,                0.95183,                0.96438,                0.73105,                0.97367,                0.75625,                0.96729,              0.0005809,              0.0005809,              0.0005809
                    129,                 1.1818,                0.80545,                0.98895,                0.89998,                0.95183,                0.96438,                0.73105,                0.97367,                0.75625,                0.96729,              0.0005776,              0.0005776,              0.0005776
                    130,                 1.2799,                0.93347,                 0.9615,                0.88766,                0.95584,                0.96571,                0.74293,                0.93784,                0.75085,                0.95497,              0.0005743,              0.0005743,              0.0005743
                    131,                 1.1652,                0.93113,                 1.0229,                0.88766,                0.95584,                0.96571,                0.74293,                0.93784,                0.75085,                0.95497,               0.000571,               0.000571,               0.000571
                    132,                 1.3678,                0.84173,                0.95185,                0.91991,                0.94888,                0.97167,                0.73792,                0.92889,                0.73929,                0.94825,              0.0005677,              0.0005677,              0.0005677
                    133,                   1.12,                0.76959,                0.96253,                0.91991,                0.94888,                0.97167,                0.73792,                0.92889,                0.73929,                0.94825,              0.0005644,              0.0005644,              0.0005644
                    134,                 1.1852,                0.77071,                0.94275,                0.96072,                0.94676,                0.98019,                0.72201,                0.92371,                0.72303,                0.95198,              0.0005611,              0.0005611,              0.0005611
                    135,                 1.1503,                0.80377,                0.96545,                0.96072,                0.94676,                0.98019,                0.72201,                0.92371,                0.72303,                0.95198,              0.0005578,              0.0005578,              0.0005578
                    136,                 1.2044,                0.81647,                0.96481,                0.96333,                0.95368,                0.97833,                0.73172,                0.90833,                0.69524,                0.95579,              0.0005545,              0.0005545,              0.0005545
                    137,                 1.0284,                0.75535,                0.94314,                0.96333,                0.95368,                0.97833,                0.73172,                0.90833,                0.69524,                0.95579,              0.0005512,              0.0005512,              0.0005512
                    138,                 1.0553,                0.75366,                0.96598,                0.94961,                0.95938,                0.97642,                0.76405,                0.86876,                0.66688,                0.95608,              0.0005479,              0.0005479,              0.0005479
                    139,                 1.1276,                0.84225,                0.98545,                0.94961,                0.95938,                0.97642,                0.76405,                0.86876,                0.66688,                0.95608,              0.0005446,              0.0005446,              0.0005446
                    140,                 1.1235,                0.94336,                0.98728,                0.89908,                0.96667,                0.96988,                0.76656,                0.89862,                0.71276,                0.95455,              0.0005413,              0.0005413,              0.0005413
                    141,                 1.2075,                0.81412,                0.93814,                0.89908,                0.96667,                0.96988,                0.76656,                0.89862,                0.71276,                0.95455,               0.000538,               0.000538,               0.000538
                    142,                 1.0908,                0.77367,                0.94085,                0.90994,                0.94392,                0.97563,                0.77223,                 0.9068,                0.77498,                  0.948,              0.0005347,              0.0005347,              0.0005347
                    143,                 1.1072,                0.73586,                0.93486,                0.90994,                0.94392,                0.97563,                0.77223,                 0.9068,                0.77498,                  0.948,              0.0005314,              0.0005314,              0.0005314
                    144,                 1.0491,                0.75003,                0.93366,                0.85741,                0.96547,                 0.9825,                0.76536,                0.91172,                 0.7868,                0.94462,              0.0005281,              0.0005281,              0.0005281
                    145,                 1.2534,                 0.8151,                 0.9401,                0.85741,                0.96547,                 0.9825,                0.76536,                0.91172,                 0.7868,                0.94462,              0.0005248,              0.0005248,              0.0005248
                    146,                 1.1457,                0.82725,                0.93456,                 0.8794,                0.94952,                0.96956,                0.77122,                0.90457,                0.75123,                0.94191,              0.0005215,              0.0005215,              0.0005215
                    147,                 1.0106,                0.77902,                0.99101,                 0.8794,                0.94952,                0.96956,                0.77122,                0.90457,                0.75123,                0.94191,              0.0005182,              0.0005182,              0.0005182
                    148,                 1.0459,                0.71429,                 0.9641,                0.90277,                0.94988,                0.96821,                0.77553,                0.88817,                0.72554,                0.93531,              0.0005149,              0.0005149,              0.0005149
                    149,                 1.0648,                0.74596,                0.94654,                0.90277,                0.94988,                0.96821,                0.77553,                0.88817,                0.72554,                0.93531,              0.0005116,              0.0005116,              0.0005116
                    150,                 1.0968,                 0.7668,                0.96747,                0.93234,                0.94281,                0.98041,                 0.7798,                0.90317,                0.75169,                0.94128,              0.0005083,              0.0005083,              0.0005083
                    151,                0.99098,                0.73389,                0.93119,                0.93234,                0.94281,                0.98041,                 0.7798,                0.90317,                0.75169,                0.94128,               0.000505,               0.000505,               0.000505
                    152,                 1.1425,                0.75352,                0.93562,                0.94323,                0.94864,                0.98788,                 0.7798,                 0.9027,                0.78481,                0.94957,              0.0005017,              0.0005017,              0.0005017
                    153,                 1.1336,                0.78653,                0.94278,                0.94323,                0.94864,                0.98788,                 0.7798,                 0.9027,                0.78481,                0.94957,              0.0004984,              0.0004984,              0.0004984
                    154,                 1.0963,                0.74548,                0.97087,                0.93253,                0.95306,                0.98126,                0.79413,                0.88655,                0.78501,                0.95471,              0.0004951,              0.0004951,              0.0004951
                    155,                 1.0243,                0.70349,                0.93412,                0.93253,                0.95306,                0.98126,                0.79413,                0.88655,                0.78501,                0.95471,              0.0004918,              0.0004918,              0.0004918
