                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    150,                 1.0843,                0.87659,                 1.0652,                0.93615,                0.96036,                0.98787,                0.80472,                0.94495,                0.78256,                0.99497,             0.00056472,             0.00056472,             0.00056472
                    151,                0.95828,                0.81663,                 1.0378,                0.93615,                0.96036,                0.98787,                0.80472,                0.94495,                0.78256,                0.99497,             0.00056105,             0.00056105,             0.00056105
                    152,                  1.083,                0.88934,                 1.0289,                0.92681,                0.97551,                0.98987,                0.79046,                0.99717,                0.79764,                 1.0191,             0.00055739,             0.00055739,             0.00055739
                    153,                 1.1564,                0.89084,                 1.0462,                0.92681,                0.97551,                0.98987,                0.79046,                0.99717,                0.79764,                 1.0191,             0.00055372,             0.00055372,             0.00055372
                    154,                 1.0983,                0.86942,                  1.047,                0.91385,                0.96848,                0.98831,                0.77814,                 1.0058,                0.79991,                 1.0245,             0.00055006,             0.00055006,             0.00055006
                    155,                 1.0675,                0.86072,                 1.0378,                0.91385,                0.96848,                0.98831,                0.77814,                 1.0058,                0.79991,                 1.0245,             0.00054639,             0.00054639,             0.00054639
                    156,                 1.0615,                0.82445,                 1.0472,                0.89802,                0.95369,                0.98798,                0.78417,                0.91099,                0.76936,                0.99423,             0.00054272,             0.00054272,             0.00054272
                    157,                  1.078,                0.86978,                 1.0155,                0.89802,                0.95369,                0.98798,                0.78417,                0.91099,                0.76936,                0.99423,             0.00053906,             0.00053906,             0.00053906
                    158,                0.99137,                0.81897,                 1.0315,                0.89021,                0.95752,                0.98384,                0.80756,                0.86713,                0.76392,                0.97528,             0.00053539,             0.00053539,             0.00053539
                    159,                 1.0305,                0.84852,                0.99345,                0.89021,                0.95752,                0.98384,                0.80756,                0.86713,                0.76392,                0.97528,             0.00053172,             0.00053172,             0.00053172
                    160,                 1.0176,                0.85002,                 1.0463,                0.89986,                0.95643,                0.98262,                0.79791,                0.88425,                0.76179,                0.97943,             0.00052806,             0.00052806,             0.00052806
                    161,                 1.2042,                0.90525,                 1.0284,                0.89986,                0.95643,                0.98262,                0.79791,                0.88425,                0.76179,                0.97943,             0.00052439,             0.00052439,             0.00052439
                    162,                 1.0256,                0.82218,                 1.0112,                0.90639,                 0.9615,                0.98401,                0.78257,                 0.8781,                0.73336,                0.97935,             0.00052073,             0.00052073,             0.00052073
                    163,                 1.0244,                0.86477,                 1.0282,                0.90639,                 0.9615,                0.98401,                0.78257,                 0.8781,                0.73336,                0.97935,             0.00051706,             0.00051706,             0.00051706
                    164,                0.99292,                0.82476,                 1.0068,                0.92857,                0.96659,                0.98754,                0.77892,                0.91994,                0.73158,                0.98576,             0.00051339,             0.00051339,             0.00051339
                    165,                 1.0131,                0.86872,                 0.9982,                0.92857,                0.96659,                0.98754,                0.77892,                0.91994,                0.73158,                0.98576,             0.00050973,             0.00050973,             0.00050973
                    166,                0.96116,                0.79857,                 1.0408,                0.93177,                0.97803,                0.98767,                0.78426,                0.96325,                0.73818,                0.99083,             0.00050606,             0.00050606,             0.00050606
                    167,                0.95482,                0.79755,                 1.0226,                0.93177,                0.97803,                0.98767,                0.78426,                0.96325,                0.73818,                0.99083,             0.00050239,             0.00050239,             0.00050239
                    168,                 1.1035,                 0.8389,                 1.0647,                0.94815,                0.97797,                0.98744,                0.79671,                0.90086,                0.74295,                0.98796,             0.00049873,             0.00049873,             0.00049873
                    169,                 1.1034,                0.83073,                0.99751,                0.94815,                0.97797,                0.98744,                0.79671,                0.90086,                0.74295,                0.98796,             0.00049506,             0.00049506,             0.00049506
                    170,                 1.1119,                 1.0548,                 1.0598,                0.95137,                0.97688,                0.98668,                0.80555,                 0.8772,                0.73869,                0.98644,              0.0004914,              0.0004914,              0.0004914
                    171,                0.99743,                0.82388,                 1.0096,                0.95137,                0.97688,                0.98668,                0.80555,                 0.8772,                0.73869,                0.98644,             0.00048773,             0.00048773,             0.00048773
                    172,                0.95783,                0.81344,                 1.0277,                0.93786,                0.96785,                0.98452,                0.80921,                0.86367,                0.72566,                0.98181,             0.00048406,             0.00048406,             0.00048406
                    173,                 1.0264,                0.85038,                  1.014,                0.93786,                0.96785,                0.98452,                0.80921,                0.86367,                0.72566,                0.98181,              0.0004804,              0.0004804,              0.0004804
                    174,                 1.0495,                0.83817,                0.98867,                0.94623,                0.95842,                0.98497,                0.79717,                0.87968,                0.70565,                0.97571,             0.00047673,             0.00047673,             0.00047673
                    175,                 0.9433,                0.79585,                 1.0303,                0.94623,                0.95842,                0.98497,                0.79717,                0.87968,                0.70565,                0.97571,             0.00047306,             0.00047306,             0.00047306
                    176,                0.97901,                0.80019,                 1.0216,                0.94831,                0.95911,                0.98548,                0.78193,                0.91889,                0.70708,                0.97295,              0.0004694,              0.0004694,              0.0004694
                    177,                 1.1268,                0.88701,                 1.0259,                0.94831,                0.95911,                0.98548,                0.78193,                0.91889,                0.70708,                0.97295,             0.00046573,             0.00046573,             0.00046573
                    178,                 1.0685,                0.82578,                 1.0087,                0.94936,                0.96637,                0.98723,                0.79611,                0.87306,                0.69985,                0.96564,             0.00046206,             0.00046206,             0.00046206
                    179,                0.95328,                0.79278,                0.98483,                0.94936,                0.96637,                0.98723,                0.79611,                0.87306,                0.69985,                0.96564,              0.0004584,              0.0004584,              0.0004584
                    180,                0.96543,                0.80144,                 1.0172,                  0.948,                0.95933,                 0.9855,                0.80862,                0.81404,                0.69479,                0.96231,             0.00045473,             0.00045473,             0.00045473
                    181,                0.97769,                0.77907,                0.98493,                  0.948,                0.95933,                 0.9855,                0.80862,                0.81404,                0.69479,                0.96231,             0.00045107,             0.00045107,             0.00045107
                    182,                 1.0068,                0.81776,                 1.0079,                0.94144,                0.95102,                0.98414,                0.80902,                0.84323,                0.70245,                0.96985,              0.0004474,              0.0004474,              0.0004474
                    183,                 1.2845,                 0.9038,                 1.0359,                0.94144,                0.95102,                0.98414,                0.80902,                0.84323,                0.70245,                0.96985,             0.00044373,             0.00044373,             0.00044373
                    184,                 1.0124,                0.82637,                 1.0093,                 0.9502,                0.94529,                0.98436,                0.80459,                0.83205,                0.72272,                0.96419,             0.00044007,             0.00044007,             0.00044007
                    185,                 1.1295,                0.89769,                0.98647,                 0.9502,                0.94529,                0.98436,                0.80459,                0.83205,                0.72272,                0.96419,              0.0004364,              0.0004364,              0.0004364
                    186,                 1.2081,                 0.8797,                 1.0821,                0.95702,                0.94286,                0.98371,                0.80654,                0.81338,                0.74758,                0.96025,             0.00043273,             0.00043273,             0.00043273
                    187,                0.96035,                0.80018,                0.99752,                0.95702,                0.94286,                0.98371,                0.80654,                0.81338,                0.74758,                0.96025,             0.00042907,             0.00042907,             0.00042907
                    188,                 1.0711,                0.81994,                0.99896,                0.96192,                0.95102,                 0.9848,                 0.8108,                0.80039,                0.75502,                0.95759,              0.0004254,              0.0004254,              0.0004254
                    189,                0.97958,                0.79205,                0.98024,                0.96192,                0.95102,                 0.9848,                 0.8108,                0.80039,                0.75502,                0.95759,             0.00042174,             0.00042174,             0.00042174
                    190,                0.99907,                0.78859,                0.98408,                0.96255,                0.94822,                0.98502,                0.82759,                0.81059,                0.75696,                0.96012,             0.00041807,             0.00041807,             0.00041807
                    191,                 1.0598,                0.86634,                 1.0042,                0.96255,                0.94822,                0.98502,                0.82759,                0.81059,                0.75696,                0.96012,              0.0004144,              0.0004144,              0.0004144
                    192,                 1.1561,                0.84898,                 1.0052,                0.96031,                0.94913,                0.98624,                0.83468,                0.81202,                0.76396,                0.95953,             0.00041074,             0.00041074,             0.00041074
                    193,                 1.1734,                0.90586,                 1.0595,                0.96031,                0.94913,                0.98624,                0.83468,                0.81202,                0.76396,                0.95953,             0.00040707,             0.00040707,             0.00040707
                    194,                 1.0483,                0.81808,                 1.0447,                0.96507,                0.95348,                0.98922,                0.83183,                0.81962,                0.76587,                0.95273,              0.0004034,              0.0004034,              0.0004034
                    195,                 1.0141,                0.79777,                0.99138,                0.96507,                0.95348,                0.98922,                0.83183,                0.81962,                0.76587,                0.95273,             0.00039974,             0.00039974,             0.00039974
                    196,                  0.989,                0.77751,                0.98919,                0.95978,                0.95314,                0.98818,                0.82489,                0.83357,                0.76495,                0.94863,             0.00039607,             0.00039607,             0.00039607
                    197,                0.92695,                0.79885,                0.96482,                0.95978,                0.95314,                0.98818,                0.82489,                0.83357,                0.76495,                0.94863,             0.00039241,             0.00039241,             0.00039241
                    198,                 1.0261,                 0.8462,                 1.0443,                0.95204,                0.94937,                 0.9882,                0.83735,                0.82141,                0.75188,                0.94785,             0.00038874,             0.00038874,             0.00038874
                    199,                0.93553,                0.74485,                 1.0054,                0.95204,                0.94937,                 0.9882,                0.83735,                0.82141,                0.75188,                0.94785,             0.00038507,             0.00038507,             0.00038507
                    200,                0.89429,                0.78957,                0.98186,                0.95262,                0.94287,                0.98865,                0.85037,                0.79686,                 0.7269,                 0.9467,             0.00038141,             0.00038141,             0.00038141
                    201,                0.97504,                0.76794,                 1.0304,                0.95262,                0.94287,                0.98865,                0.85037,                0.79686,                 0.7269,                 0.9467,             0.00037774,             0.00037774,             0.00037774
                    202,                0.96316,                0.73497,                0.99933,                0.95796,                0.93423,                 0.9888,                0.83805,                0.78728,                0.68899,                0.94405,             0.00037407,             0.00037407,             0.00037407
                    203,                0.93489,                0.73784,                 0.9782,                0.95796,                0.93423,                 0.9888,                0.83805,                0.78728,                0.68899,                0.94405,             0.00037041,             0.00037041,             0.00037041
                    204,                0.93664,                 0.7927,                0.96389,                0.96981,                0.92072,                0.98861,                0.83007,                 0.7901,                0.66549,                0.94236,             0.00036674,             0.00036674,             0.00036674
                    205,                 0.9488,                0.79482,                0.99894,                0.96981,                0.92072,                0.98861,                0.83007,                 0.7901,                0.66549,                0.94236,             0.00036307,             0.00036307,             0.00036307
                    206,                0.97731,                0.78217,                0.98461,                0.97413,                0.91923,                0.98927,                0.83067,                0.77379,                0.67782,                0.94451,             0.00035941,             0.00035941,             0.00035941
                    207,                0.98226,                0.79148,                0.98053,                0.97413,                0.91923,                0.98927,                0.83067,                0.77379,                0.67782,                0.94451,             0.00035574,             0.00035574,             0.00035574
                    208,                 1.0303,                0.81874,                 0.9971,                0.97437,                 0.9188,                0.98975,                0.82616,                0.79522,                0.69001,                0.95021,             0.00035208,             0.00035208,             0.00035208
                    209,                0.88277,                0.72891,                 1.0227,                0.97437,                 0.9188,                0.98975,                0.82616,                0.79522,                0.69001,                0.95021,             0.00034841,             0.00034841,             0.00034841
                    210,                 1.0883,                0.88062,                 1.1051,                0.97087,                0.92105,                0.98894,                0.83391,                0.78969,                0.68642,                0.94964,             0.00034474,             0.00034474,             0.00034474
                    211,                0.96586,                0.76021,                0.97048,                0.97087,                0.92105,                0.98894,                0.83391,                0.78969,                0.68642,                0.94964,             0.00034108,             0.00034108,             0.00034108
                    212,                0.88266,                 0.7261,                  1.012,                 0.9524,                0.94431,                0.98912,                0.83467,                 0.7696,                0.66133,                0.94569,             0.00033741,             0.00033741,             0.00033741
                    213,                 0.8766,                0.72353,                0.96839,                 0.9524,                0.94431,                0.98912,                0.83467,                 0.7696,                0.66133,                0.94569,             0.00033374,             0.00033374,             0.00033374
                    214,                0.86587,                0.76335,                 1.0001,                0.94601,                 0.9639,                 0.9872,                0.81646,                0.78629,                0.65282,                0.94344,             0.00033008,             0.00033008,             0.00033008
                    215,                0.85259,                0.72811,                 0.9846,                0.94601,                 0.9639,                 0.9872,                0.81646,                0.78629,                0.65282,                0.94344,             0.00032641,             0.00032641,             0.00032641
                    216,                0.95311,                 0.7735,                0.98333,                0.94063,                0.96574,                0.98733,                0.81361,                0.81159,                0.65266,                0.95032,             0.00032275,             0.00032275,             0.00032275
                    217,                0.91887,                0.75335,                0.97702,                0.94063,                0.96574,                0.98733,                0.81361,                0.81159,                0.65266,                0.95032,             0.00031908,             0.00031908,             0.00031908
                    218,                0.90496,                0.74034,                0.95704,                0.93666,                0.97914,                0.98819,                0.81957,                0.80751,                0.65028,                 0.9547,             0.00031541,             0.00031541,             0.00031541
                    219,                0.86029,                0.76252,                0.97841,                0.93666,                0.97914,                0.98819,                0.81957,                0.80751,                0.65028,                 0.9547,             0.00031175,             0.00031175,             0.00031175
                    220,                 1.0812,                 0.9245,                0.97214,                0.96275,                0.96635,                0.99011,                 0.8274,                0.78648,                0.63922,                0.94628,             0.00030808,             0.00030808,             0.00030808
                    221,                0.88841,                0.73516,                 1.0014,                0.96275,                0.96635,                0.99011,                 0.8274,                0.78648,                0.63922,                0.94628,             0.00030441,             0.00030441,             0.00030441
                    222,                0.90058,                 0.7296,                 1.0041,                 0.9613,                0.95073,                0.99058,                 0.8152,                0.80499,                 0.6533,                0.94335,             0.00030075,             0.00030075,             0.00030075
                    223,                0.84725,                0.73015,                 0.9605,                 0.9613,                0.95073,                0.99058,                 0.8152,                0.80499,                 0.6533,                0.94335,             0.00029708,             0.00029708,             0.00029708
                    224,                0.92319,                 0.7355,                 0.9752,                0.94222,                0.94477,                0.99027,                0.80758,                0.82438,                 0.6579,                0.94657,             0.00029342,             0.00029342,             0.00029342
                    225,                0.95663,                 0.8442,                 1.0065,                0.94222,                0.94477,                0.99027,                0.80758,                0.82438,                 0.6579,                0.94657,             0.00028975,             0.00028975,             0.00028975
                    226,                 0.9608,                0.81579,                  1.003,                0.93467,                0.94348,                0.98899,                0.80797,                0.83175,                0.66572,                0.94786,             0.00028608,             0.00028608,             0.00028608
                    227,                0.91715,                 0.7615,                 1.0021,                0.93467,                0.94348,                0.98899,                0.80797,                0.83175,                0.66572,                0.94786,             0.00028242,             0.00028242,             0.00028242
                    228,                0.84516,                0.68543,                0.97283,                0.91735,                 0.9574,                0.98919,                0.81144,                0.81082,                0.66984,                0.94853,             0.00027875,             0.00027875,             0.00027875
                    229,                0.91572,                0.73258,                0.96503,                0.91735,                 0.9574,                0.98919,                0.81144,                0.81082,                0.66984,                0.94853,             0.00027508,             0.00027508,             0.00027508
                    230,                0.92583,                0.77561,                0.96459,                0.93558,                0.94662,                0.98925,                0.83921,                0.78525,                  0.656,                0.94611,             0.00027142,             0.00027142,             0.00027142
                    231,                 1.0236,                0.78997,                0.96313,                0.93558,                0.94662,                0.98925,                0.83921,                0.78525,                  0.656,                0.94611,             0.00026775,             0.00026775,             0.00026775
                    232,                 1.1676,                0.85122,                0.98254,                0.93837,                0.95764,                0.99077,                0.84216,                0.77709,                0.63502,                0.94228,             0.00026408,             0.00026408,             0.00026408
                    233,                0.90041,                0.75575,                0.98636,                0.93837,                0.95764,                0.99077,                0.84216,                0.77709,                0.63502,                0.94228,             0.00026042,             0.00026042,             0.00026042
                    234,                0.89002,                 0.7657,                 0.9888,                 0.9364,                 0.9621,                0.99067,                0.85241,                0.77414,                0.62409,                0.94193,             0.00025675,             0.00025675,             0.00025675
                    235,                0.93439,                0.72504,                0.96178,                 0.9364,                 0.9621,                0.99067,                0.85241,                0.77414,                0.62409,                0.94193,             0.00025309,             0.00025309,             0.00025309
                    236,                0.88847,                0.72145,                 1.0003,                0.93271,                0.96979,                0.99155,                0.84316,                0.77724,                0.61442,                 0.9409,             0.00024942,             0.00024942,             0.00024942
                    237,                0.93915,                0.75507,                 0.9797,                0.93271,                0.96979,                0.99155,                0.84316,                0.77724,                0.61442,                 0.9409,             0.00024575,             0.00024575,             0.00024575
                    238,                0.96941,                0.76667,                0.96844,                0.94033,                0.96839,                0.99197,                0.83896,                 0.7685,                0.60443,                0.93698,             0.00024209,             0.00024209,             0.00024209
                    239,                0.94911,                0.74309,                0.97434,                0.94033,                0.96839,                0.99197,                0.83896,                 0.7685,                0.60443,                0.93698,             0.00023842,             0.00023842,             0.00023842
                    240,                0.94496,                0.74174,                0.95837,                0.95786,                 0.9577,                0.99212,                0.82774,                0.74123,                0.60202,                0.93003,             0.00023475,             0.00023475,             0.00023475
                    241,                0.90304,                0.71571,                0.96035,                0.95786,                 0.9577,                0.99212,                0.82774,                0.74123,                0.60202,                0.93003,             0.00023109,             0.00023109,             0.00023109
                    242,                0.87592,                0.77094,                0.97598,                0.96317,                0.95917,                0.99277,                0.83047,                0.73732,                0.60659,                0.93167,             0.00022742,             0.00022742,             0.00022742
                    243,                0.84701,                0.69665,                 1.0096,                0.96317,                0.95917,                0.99277,                0.83047,                0.73732,                0.60659,                0.93167,             0.00022376,             0.00022376,             0.00022376
                    244,                0.83612,                0.80458,                 0.9955,                0.94915,                0.96698,                0.99224,                0.84001,                 0.7389,                0.60643,                0.93336,             0.00022009,             0.00022009,             0.00022009
                    245,                 0.9057,                0.71233,                 0.9774,                0.94915,                0.96698,                0.99224,                0.84001,                 0.7389,                0.60643,                0.93336,             0.00021642,             0.00021642,             0.00021642
                    246,                0.84151,                0.74092,                 1.0166,                0.94314,                0.96674,                0.99229,                0.83869,                0.74063,                0.60995,                0.93319,             0.00021276,             0.00021276,             0.00021276
                    247,                0.83269,                0.70984,                0.94785,                0.94314,                0.96674,                0.99229,                0.83869,                0.74063,                0.60995,                0.93319,             0.00020909,             0.00020909,             0.00020909
                    248,                0.80935,                0.65455,                  1.001,                0.94428,                0.96166,                0.99157,                0.82247,                0.74186,                0.61118,                 0.9306,             0.00020542,             0.00020542,             0.00020542
                    249,                 1.0268,                0.75705,                0.93558,                0.94428,                0.96166,                0.99157,                0.82247,                0.74186,                0.61118,                 0.9306,             0.00020176,             0.00020176,             0.00020176
                    250,                0.81797,                0.65896,                 0.9955,                0.94702,                0.96329,                0.99131,                0.82445,                0.76417,                0.61455,                0.93161,             0.00019809,             0.00019809,             0.00019809
                    251,                0.99619,                0.76454,                0.99879,                0.94702,                0.96329,                0.99131,                0.82445,                0.76417,                0.61455,                0.93161,             0.00019442,             0.00019442,             0.00019442
                    252,                0.83135,                0.71489,                0.99659,                0.94923,                0.96007,                0.99079,                0.81094,                0.76284,                 0.5952,                0.92928,             0.00019076,             0.00019076,             0.00019076
                    253,                  1.015,                0.82018,                0.98195,                0.94923,                0.96007,                0.99079,                0.81094,                0.76284,                 0.5952,                0.92928,             0.00018709,             0.00018709,             0.00018709
                    254,                0.87832,                0.71101,                0.95752,                0.94667,                0.96383,                0.99043,                0.84445,                0.74288,                0.59185,                0.93021,             0.00018343,             0.00018343,             0.00018343
                    255,                0.84739,                0.67127,                0.96247,                0.94667,                0.96383,                0.99043,                0.84445,                0.74288,                0.59185,                0.93021,             0.00017976,             0.00017976,             0.00017976
                    256,                0.85779,                  0.689,                 1.0121,                0.96975,                0.94286,                0.98967,                0.83919,                0.72396,                0.59065,                0.93192,             0.00017609,             0.00017609,             0.00017609
                    257,                0.81818,                0.69026,                 0.9591,                0.96975,                0.94286,                0.98967,                0.83919,                0.72396,                0.59065,                0.93192,             0.00017243,             0.00017243,             0.00017243
                    258,                0.92061,                0.73716,                0.96593,                  0.957,                0.95908,                0.99041,                0.85274,                0.73423,                0.58929,                0.93288,             0.00016876,             0.00016876,             0.00016876
                    259,                0.79942,                0.70416,                0.96702,                  0.957,                0.95908,                0.99041,                0.85274,                0.73423,                0.58929,                0.93288,             0.00016509,             0.00016509,             0.00016509
                    260,                0.89252,                0.71379,                0.95915,                0.95749,                0.95684,                0.99004,                0.84993,                0.74403,                0.59933,                0.93597,             0.00016143,             0.00016143,             0.00016143
                    261,                0.91896,                0.74199,                0.99365,                0.95749,                0.95684,                0.99004,                0.84993,                0.74403,                0.59933,                0.93597,             0.00015776,             0.00015776,             0.00015776
                    262,                0.85725,                0.70328,                0.94274,                0.95863,                0.95353,                0.98992,                0.85157,                0.73533,                0.60178,                0.93568,              0.0001541,              0.0001541,              0.0001541
                    263,                0.83384,                0.74275,                0.97137,                0.95863,                0.95353,                0.98992,                0.85157,                0.73533,                0.60178,                0.93568,             0.00015043,             0.00015043,             0.00015043
                    264,                0.82079,                0.68914,                 0.9549,                 0.9487,                0.95508,                0.99033,                0.85846,                0.72194,                0.59567,                0.93395,             0.00014676,             0.00014676,             0.00014676
                    265,                0.80914,                0.67342,                0.97504,                 0.9487,                0.95508,                0.99033,                0.85846,                0.72194,                0.59567,                0.93395,              0.0001431,              0.0001431,              0.0001431
                    266,                0.81725,                0.67572,                0.96234,                0.93704,                0.96742,                0.99109,                0.84413,                0.72039,                0.59103,                0.93188,             0.00013943,             0.00013943,             0.00013943
                    267,                0.79169,                0.65946,                0.98135,                0.93704,                0.96742,                0.99109,                0.84413,                0.72039,                0.59103,                0.93188,             0.00013576,             0.00013576,             0.00013576
                    268,                0.86754,                0.69596,                0.96534,                0.95421,                0.94286,                0.98997,                0.83666,                0.71614,                0.58776,                0.92943,              0.0001321,              0.0001321,              0.0001321
                    269,                0.80233,                0.71655,                 0.9601,                0.95421,                0.94286,                0.98997,                0.83666,                0.71614,                0.58776,                0.92943,             0.00012843,             0.00012843,             0.00012843
                    270,                0.89065,                 0.7092,                0.95816,                0.94764,                0.94331,                0.98976,                0.84109,                0.71538,                0.58818,                 0.9294,             0.00012477,             0.00012477,             0.00012477
                    271,                0.83945,                0.69961,                0.97074,                0.94764,                0.94331,                0.98976,                0.84109,                0.71538,                0.58818,                 0.9294,              0.0001211,              0.0001211,              0.0001211
                    272,                0.79692,                0.70949,                0.92824,                0.95164,                0.94312,                0.98971,                0.84417,                0.70992,                0.58793,                0.92797,             0.00011743,             0.00011743,             0.00011743
                    273,                0.87495,                0.71084,                0.94766,                0.95164,                0.94312,                0.98971,                0.84417,                0.70992,                0.58793,                0.92797,             0.00011377,             0.00011377,             0.00011377
                    274,                0.98656,                0.72309,                0.93862,                0.95784,                0.94286,                 0.9893,                0.84259,                0.69858,                0.58168,                0.92663,              0.0001101,              0.0001101,              0.0001101
                    275,                0.80619,                0.67089,                0.94073,                0.95784,                0.94286,                 0.9893,                0.84259,                0.69858,                0.58168,                0.92663,             0.00010643,             0.00010643,             0.00010643
                    276,                0.84884,                0.69921,                0.94651,                0.95894,                0.94286,                0.98927,                0.84968,                 0.6904,                0.57703,                0.92458,             0.00010277,             0.00010277,             0.00010277
                    277,                0.80296,                0.65562,                0.96722,                0.95894,                0.94286,                0.98927,                0.84968,                 0.6904,                0.57703,                0.92458,             9.9101e-05,             9.9101e-05,             9.9101e-05
                    278,                0.88545,                0.71526,                0.92968,                0.96046,                0.94286,                0.98901,                0.85594,                 0.6918,                 0.5838,                0.92236,             9.5435e-05,             9.5435e-05,             9.5435e-05
                    279,                0.86043,                0.71306,                0.95603,                0.96046,                0.94286,                0.98901,                0.85594,                 0.6918,                 0.5838,                0.92236,             9.1769e-05,             9.1769e-05,             9.1769e-05
                    280,                0.85016,                0.68714,                0.97848,                0.93633,                0.96459,                 0.9893,                0.85197,                 0.6851,                0.57824,                0.92174,             8.8102e-05,             8.8102e-05,             8.8102e-05
                    281,                0.85498,                0.70396,                0.93408,                0.93633,                0.96459,                 0.9893,                0.85197,                 0.6851,                0.57824,                0.92174,             8.4436e-05,             8.4436e-05,             8.4436e-05
                    282,                0.80502,                0.72898,                0.92704,                0.94102,                0.96479,                0.98998,                0.85071,                0.68425,                0.56965,                0.92082,              8.077e-05,              8.077e-05,              8.077e-05
                    283,                0.91887,                0.70214,                0.94144,                0.94102,                0.96479,                0.98998,                0.85071,                0.68425,                0.56965,                0.92082,             7.7103e-05,             7.7103e-05,             7.7103e-05
                    284,                0.83758,                0.73813,                0.98328,                0.94491,                 0.9612,                0.99016,                0.85112,                0.68393,                0.56616,                 0.9205,             7.3437e-05,             7.3437e-05,             7.3437e-05
                    285,                 1.0097,                0.82506,                0.95686,                0.94491,                 0.9612,                0.99016,                0.85112,                0.68393,                0.56616,                 0.9205,             6.9771e-05,             6.9771e-05,             6.9771e-05
                    286,                0.87446,                 0.7587,                0.99467,                0.94752,                0.95724,                0.99046,                0.84143,                0.68623,                0.56603,                0.91993,             6.6105e-05,             6.6105e-05,             6.6105e-05
                    287,                0.80192,                0.66762,                0.97271,                0.94752,                0.95724,                0.99046,                0.84143,                0.68623,                0.56603,                0.91993,             6.2438e-05,             6.2438e-05,             6.2438e-05
                    288,                0.82188,                0.70209,                0.96162,                0.95129,                 0.9556,                0.99054,                0.84672,                0.69093,                0.56705,                0.91948,             5.8772e-05,             5.8772e-05,             5.8772e-05
                    289,                0.95908,                0.73195,                0.96562,                0.95129,                 0.9556,                0.99054,                0.84672,                0.69093,                0.56705,                0.91948,             5.5106e-05,             5.5106e-05,             5.5106e-05
                    290,                0.83724,                0.72348,                0.97071,                0.95298,                0.95454,                0.99065,                0.84132,                0.69208,                0.56754,                0.91926,             5.1439e-05,             5.1439e-05,             5.1439e-05
                    291,                 0.8367,                 0.9473,                0.95554,                0.95298,                0.95454,                0.99065,                0.84132,                0.69208,                0.56754,                0.91926,             4.7773e-05,             4.7773e-05,             4.7773e-05
                    292,                0.82446,                0.91248,                0.96972,                0.95981,                0.95436,                0.99073,                0.84597,                0.69174,                0.56542,                0.91866,             4.4107e-05,             4.4107e-05,             4.4107e-05
                    293,                 0.8331,                0.77991,                0.93447,                0.95981,                0.95436,                0.99073,                0.84597,                0.69174,                0.56542,                0.91866,              4.044e-05,              4.044e-05,              4.044e-05
                    294,                0.77807,                0.85656,                0.96362,                0.96229,                 0.9561,                0.99094,                0.84062,                0.69513,                0.56405,                0.91669,             3.6774e-05,             3.6774e-05,             3.6774e-05
                    295,                0.78375,                0.74749,                 0.9501,                0.96229,                 0.9561,                0.99094,                0.84062,                0.69513,                0.56405,                0.91669,             3.3108e-05,             3.3108e-05,             3.3108e-05
                    296,                0.77404,                0.73426,                 0.9498,                0.96119,                0.95788,                0.99102,                0.84333,                0.69431,                0.56786,                0.91516,             2.9442e-05,             2.9442e-05,             2.9442e-05
                    297,                0.94435,                0.94791,                0.94694,                0.96119,                0.95788,                0.99102,                0.84333,                0.69431,                0.56786,                0.91516,             2.5775e-05,             2.5775e-05,             2.5775e-05
                    298,                0.80605,                0.78862,                0.95483,                0.96177,                0.95966,                0.99101,                0.84467,                0.69266,                 0.5716,                0.91404,             2.2109e-05,             2.2109e-05,             2.2109e-05
                    299,                0.77347,                0.81467,                0.95737,                0.96177,                0.95966,                0.99101,                0.84467,                0.69266,                 0.5716,                0.91404,             1.8443e-05,             1.8443e-05,             1.8443e-05
                    300,                0.93353,                0.84174,                0.97265,                0.96216,                0.96332,                0.99101,                0.84066,                0.69263,                 0.5694,                0.91332,             1.4776e-05,             1.4776e-05,             1.4776e-05
